sample_id,bartscore_doc2sum,bartscore_sum2doc
441,-0.8823397755622864,-3.052283763885498
442,-1.5992563962936401,-3.425290822982788
445,-3.1133720874786377,-4.046141624450684
449,-1.612648844718933,-3.8734183311462402
451,-2.2407052516937256,-3.8987154960632324
452,-1.5910167694091797,-2.8250651359558105
453,-1.9588937759399414,-3.0844497680664062
456,-1.7149862051010132,-3.744853973388672
457,-2.429990530014038,-3.9564876556396484
463,-1.2972549200057983,-1.6141273975372314
467,-0.8714346885681152,-3.7217280864715576
469,-0.771256685256958,-3.5357303619384766
470,-1.994533896446228,-4.163404941558838
471,-1.168537974357605,-3.4456024169921875
472,-2.0286669731140137,-3.74033522605896
473,-3.0257065296173096,-4.400968551635742
475,-3.4479799270629883,-5.28400182723999
477,-1.0980857610702515,-3.1742241382598877
478,-1.2378027439117432,-3.9514615535736084
481,-0.8585959076881409,-3.4697418212890625
483,-1.6672652959823608,-4.144514083862305
487,-1.1576257944107056,-3.5325942039489746
489,-1.5600706338882446,-3.6285037994384766
490,-0.8836852312088013,-2.5738158226013184
492,-1.3841087818145752,-4.0064287185668945
494,-0.9801174402236938,-3.4774837493896484
495,-1.8480538129806519,-3.7560770511627197
500,-2.060171127319336,-3.6549782752990723
503,-2.2494776248931885,-4.1815385818481445
504,-0.5616073608398438,-3.503227710723877
505,-0.7676529884338379,-3.7009057998657227
507,-2.4890944957733154,-4.018746852874756
511,-1.0507299900054932,-3.3626866340637207
514,-0.7815791964530945,-3.4950499534606934
515,-2.1787588596343994,-3.56510591506958
516,-1.8177202939987183,-3.8011293411254883
518,-0.8748106360435486,-3.6548311710357666
519,-0.9625228643417358,-3.194460868835449
522,-1.7063651084899902,-3.3862547874450684
523,-2.206148862838745,-3.752134084701538
529,-0.7378623485565186,-3.0226361751556396
530,-1.2497329711914062,-4.110396862030029
532,-2.597961187362671,-3.8769030570983887
533,-1.4112215042114258,-3.2401437759399414
534,-1.5382481813430786,-3.1756012439727783
537,-0.9645059108734131,-2.829641819000244
541,-0.9183449745178223,-3.470669746398926
543,-1.3224762678146362,-3.3510398864746094
545,-0.9387372136116028,-4.07674503326416
550,-0.6594158411026001,-3.359546661376953
551,-0.7937722206115723,-3.382523536682129
553,-2.7759134769439697,-3.8545150756835938
558,-1.7563343048095703,-3.524768590927124
567,-1.0190906524658203,-3.723142147064209
574,-1.9912540912628174,-3.610903739929199
576,-1.0070812702178955,-3.6631875038146973
578,-1.9329473972320557,-4.1567606925964355
579,-3.1367080211639404,-3.7380895614624023
582,-1.2532732486724854,-3.4401979446411133
585,-1.6454237699508667,-3.8123619556427
587,-0.6464115381240845,-3.433532476425171
589,-2.63275146484375,-3.810732364654541
592,-1.1271026134490967,-3.4353153705596924
593,-2.305039644241333,-4.2801008224487305
595,-1.3041342496871948,-3.7355217933654785
601,-0.9764328002929688,-3.6709136962890625
604,-0.9968587160110474,-3.551117181777954
608,-1.466251015663147,-3.424295425415039
615,-0.9187532067298889,-3.4318041801452637
619,-2.0563805103302,-3.4916319847106934
621,-1.103285551071167,-4.005080223083496
623,-1.908273458480835,-4.069793701171875
629,-2.275092363357544,-3.8107776641845703
630,-1.691307544708252,-3.9075536727905273
632,-0.7442062497138977,-3.576727867126465
633,-2.7151269912719727,-3.662181854248047
636,-1.3498915433883667,-3.1415486335754395
638,-1.4174327850341797,-3.3979804515838623
639,-1.7410640716552734,-3.5227653980255127
640,-0.8813872933387756,-3.0690062046051025
641,-1.2026548385620117,-3.777740001678467
642,-1.3676964044570923,-3.9249236583709717
643,-2.7545783519744873,-4.038309097290039
648,-3.108264923095703,-3.896130084991455
649,-1.1761327981948853,-3.704063892364502
650,-1.8423352241516113,-3.8586246967315674
651,-1.2752729654312134,-3.383185386657715
659,-2.5924201011657715,-4.265064239501953
662,-0.8170449733734131,-3.7004570960998535
666,-1.1139343976974487,-3.341879367828369
669,-2.936046600341797,-4.084667205810547
672,-2.082632541656494,-3.9410409927368164
675,-3.016974925994873,-3.987924337387085
676,-1.671178936958313,-3.2967941761016846
677,-1.6281763315200806,-3.6653923988342285
679,-0.6368556618690491,-3.3410768508911133
680,-0.752686619758606,-3.3240838050842285
681,-2.5531256198883057,-3.7547128200531006
683,-3.40832257270813,-4.033401012420654
685,-2.571260929107666,-3.8475446701049805
686,-0.8257588148117065,-3.083064556121826
688,-2.895390748977661,-3.6111435890197754
691,-1.237876296043396,-3.934464693069458
692,-1.0393476486206055,-3.106083869934082
696,-2.275230884552002,-3.9137673377990723
700,-1.7180755138397217,-3.6686344146728516
702,-0.5909314155578613,-3.601857900619507
703,-2.3438870906829834,-3.815828323364258
704,-1.4012552499771118,-3.9208600521087646
705,-1.1089563369750977,-3.1078832149505615
706,-1.2060153484344482,-3.9586198329925537
708,-0.6972461938858032,-2.98464035987854
710,-1.1798491477966309,-3.6606290340423584
711,-2.034558057785034,-3.543910503387451
714,-1.250389814376831,-2.9313690662384033
715,-1.550275206565857,-3.8951940536499023
716,-0.8603991866111755,-2.766057014465332
719,-3.184588670730591,-4.185068130493164
722,-1.7941476106643677,-3.5046546459198
723,-2.061737060546875,-4.164639949798584
724,-1.4323691129684448,-3.7101938724517822
725,-1.034541368484497,-3.539109468460083
726,-2.291971206665039,-4.219668388366699
728,-1.1937915086746216,-3.819903612136841
729,-2.218376636505127,-3.9638447761535645
730,-2.1419131755828857,-3.478996753692627
732,-0.8486700057983398,-3.5312716960906982
733,-2.433562755584717,-4.386019229888916
735,-1.2930775880813599,-2.9528632164001465
741,-2.168696403503418,-4.423086166381836
742,-1.7433277368545532,-3.877378225326538
743,-2.002323865890503,-3.971938133239746
749,-0.9162796139717102,-2.922776937484741
752,-2.0906667709350586,-3.962399959564209
754,-2.1585936546325684,-4.165292739868164
755,-3.287853717803955,-3.180699110031128
757,-1.9110429286956787,-3.409398078918457
758,-1.9849275350570679,-4.052036762237549
761,-1.505624532699585,-4.014484882354736
766,-1.1462335586547852,-3.522667646408081
768,-2.6456263065338135,-3.908818483352661
769,-2.9262521266937256,-4.084122180938721
771,-1.5391085147857666,-3.6669468879699707
773,-0.9602109789848328,-4.238554954528809
775,-2.355227470397949,-3.6924712657928467
776,-1.0868991613388062,-3.666686773300171
779,-1.3501641750335693,-3.3534231185913086
783,-1.6213804483413696,-3.947086811065674
784,-0.844044029712677,-3.581963539123535
785,-1.0516778230667114,-3.5346477031707764
788,-1.0758113861083984,-3.631625175476074
790,-2.9726309776306152,-4.071571350097656
793,-1.7994940280914307,-3.8651037216186523
798,-0.8845855593681335,-3.4786415100097656
799,-2.6677091121673584,-3.207289934158325
801,-1.8979805707931519,-3.2442216873168945
805,-1.7440719604492188,-3.9540085792541504
807,-1.230292797088623,-3.0301170349121094
808,-2.072948694229126,-3.535336494445801
809,-1.3974812030792236,-3.894676446914673
810,-2.6804027557373047,-3.819028377532959
814,-1.4506880044937134,-3.4334230422973633
820,-1.4039537906646729,-3.7789554595947266
821,-0.6066834330558777,-3.447661876678467
824,-1.006678581237793,-3.347892999649048
826,-1.3256763219833374,-3.432615280151367
829,-0.905612051486969,-3.3288183212280273
830,-2.1859965324401855,-3.8050999641418457
831,-1.7948945760726929,-3.691831111907959
833,-1.969541072845459,-4.412522315979004
836,-2.2198221683502197,-3.957263469696045
838,-0.9932639598846436,-3.441049098968506
843,-4.215436935424805,-4.749875545501709
845,-1.1076512336730957,-3.192035675048828
846,-1.8174957036972046,-3.486663579940796
850,-0.4374254047870636,-1.213240385055542
851,-0.7218640446662903,-3.569734573364258
852,-2.2146832942962646,-3.9555625915527344
853,-1.158623218536377,-3.8982906341552734
854,-2.68742299079895,-3.471487522125244
857,-0.5848805904388428,-3.4477641582489014
859,-1.2318546772003174,-3.6306142807006836
860,-3.208472967147827,-3.770200490951538
861,-0.9629226922988892,-2.768078327178955
862,-1.9176663160324097,-4.101498603820801
866,-2.1981887817382812,-3.942493200302124
868,-1.8143815994262695,-3.996579170227051
869,-1.2657848596572876,-3.5348339080810547
870,-1.0694748163223267,-3.6897268295288086
872,-1.8239295482635498,-3.7666354179382324
874,-0.8850164413452148,-2.965212821960449
875,-2.210608720779419,-4.294929504394531
879,-3.8076581954956055,-3.939101457595825
880,-2.4580018520355225,-3.748154401779175
882,-1.6136422157287598,-3.8056349754333496
890,-3.347323179244995,-3.942196846008301
891,-1.259469747543335,-3.596700668334961
896,-2.5562856197357178,-4.136505603790283
899,-1.1354870796203613,-2.2266125679016113
901,-1.047598123550415,-3.3006560802459717
902,-1.2265887260437012,-3.657060146331787
903,-2.061424970626831,-4.331399917602539
907,-2.2994329929351807,-3.7020859718322754
910,-1.4250961542129517,-4.1383209228515625
911,-0.5002505779266357,-2.9726204872131348
914,-1.3286570310592651,-3.3596606254577637
915,-1.9701347351074219,-3.401707172393799
917,-1.700419545173645,-3.700098991394043
920,-2.719426393508911,-4.119487762451172
922,-1.0711877346038818,-4.067932605743408
926,-0.989152729511261,-3.354200839996338
928,-0.675501823425293,-2.4677693843841553
930,-2.053513765335083,-3.4642317295074463
933,-2.2801873683929443,-3.4837939739227295
935,-2.911161422729492,-3.6841659545898438
936,-1.3736885786056519,-3.576244354248047
939,-1.7204806804656982,-4.201715469360352
946,-1.0959712266921997,-3.7357895374298096
948,-2.747162342071533,-3.886603832244873
952,-1.2279844284057617,-3.56192684173584
954,-1.929661750793457,-3.6620678901672363
956,-2.196653127670288,-3.356576442718506
957,-2.4139416217803955,-3.891969919204712
960,-1.968030333518982,-3.7054550647735596
961,-2.4942877292633057,-4.041568756103516
963,-0.9699170589447021,-3.485635757446289
968,-1.0577677488327026,-3.5032310485839844
971,-1.4748852252960205,-3.554781436920166
974,-0.7727587223052979,-3.240560531616211
975,-1.5443845987319946,-3.5041260719299316
977,-0.9678864479064941,-3.2999610900878906
978,-2.196295976638794,-3.6095986366271973
981,-0.6687281727790833,-3.388669967651367
983,-1.9902127981185913,-3.5766994953155518
989,-3.1580071449279785,-4.267685413360596
995,-1.705086588859558,-3.638810873031616
997,-1.0755727291107178,-3.9215519428253174
998,-1.3796119689941406,-3.9019064903259277
999,-1.3366925716400146,-3.623176097869873
1004,-0.8823893070220947,-3.3653769493103027
1005,-0.7634525895118713,-3.718949794769287
1007,-1.5956016778945923,-3.8318915367126465
1008,-0.7743921279907227,-3.808985710144043
1011,-1.4703764915466309,-3.5412070751190186
1014,-2.2866873741149902,-3.774806499481201
1017,-2.458164930343628,-3.633248805999756
1019,-1.2240326404571533,-3.668309450149536
1021,-2.584412097930908,-3.8469858169555664
1023,-0.7451451420783997,-3.966130018234253
1025,-0.9467913508415222,-3.8552091121673584
1027,-1.390221357345581,-3.6689248085021973
1028,-1.9746760129928589,-3.8510987758636475
1029,-1.7431461811065674,-3.5611908435821533
1032,-3.6697185039520264,-3.447979688644409
1035,-2.470309257507324,-4.309483528137207
1039,-1.6635427474975586,-4.012314319610596
1040,-1.2233046293258667,-4.119565010070801
1041,-0.9311626553535461,-3.8887405395507812
1043,-1.2585786581039429,-3.5694096088409424
1047,-1.614030361175537,-4.1380615234375
1049,-1.9061747789382935,-3.697756767272949
1052,-1.7222371101379395,-3.939014434814453
1055,-4.72463846206665,-4.1091628074646
1057,-2.1475045680999756,-4.074237823486328
1059,-1.743196964263916,-4.114790439605713
1060,-0.9000715613365173,-3.491299629211426
1061,-0.9018787145614624,-3.6725001335144043
1062,-1.7002127170562744,-3.592113494873047
1063,-2.376500129699707,-3.7610039710998535
1067,-2.8554553985595703,-4.108243942260742
1069,-1.6724742650985718,-4.4040021896362305
1070,-1.2564325332641602,-3.8047094345092773
1074,-2.135640859603882,-3.8904175758361816
1075,-1.1103216409683228,-2.9738051891326904
1077,-1.8698261976242065,-3.9519925117492676
1078,-1.4888594150543213,-3.735834836959839
1080,-1.421234130859375,-3.9834909439086914
1081,-2.715203046798706,-4.027186870574951
1086,-3.671877145767212,-3.566211700439453
1088,-1.8564484119415283,-3.8727543354034424
1089,-1.82504403591156,-4.079769134521484
1090,-1.8109346628189087,-3.5550854206085205
1091,-3.2491676807403564,-4.352760314941406
1096,-1.1910321712493896,-3.8411407470703125
1098,-1.7313523292541504,-3.5360300540924072
1102,-1.4382745027542114,-3.9644646644592285
1103,-1.8165473937988281,-5.469982147216797
1105,-0.7931578755378723,-3.4420621395111084
1106,-1.3385214805603027,-3.431265115737915
1107,-1.846686840057373,-3.9440863132476807
1108,-0.8386163115501404,-3.1323249340057373
1109,-0.8901176452636719,-3.8783228397369385
1113,-2.2260215282440186,-3.410644292831421
1114,-0.7436335682868958,-3.3615188598632812
1115,-2.0677778720855713,-3.2176601886749268
1116,-0.8297188878059387,-3.4534010887145996
1121,-0.7800187468528748,-3.358961343765259
1122,-0.6839322447776794,-3.3950839042663574
1123,-1.1100322008132935,-3.9504575729370117
1126,-1.7451070547103882,-4.069311141967773
1128,-0.871606171131134,-3.715256929397583
1131,-2.8419792652130127,-4.422471046447754
1132,-0.9324862360954285,-3.6543712615966797
1134,-2.120840072631836,-4.033197402954102
1135,-1.5615947246551514,-3.607468366622925
1136,-1.0578778982162476,-2.1010217666625977
1137,-0.9826695322990417,-3.5440127849578857
1138,-1.2566994428634644,-2.8503825664520264
1139,-1.3249409198760986,-3.7486326694488525
1140,-1.2519599199295044,-3.49092960357666
1144,-0.7168385982513428,-3.1585354804992676
1146,-1.6240565776824951,-3.621551036834717
1147,-1.3717707395553589,-3.640047788619995
1149,-1.9370416402816772,-3.514331817626953
1150,-0.6228542923927307,-3.510652780532837
1151,-1.8481065034866333,-3.8886613845825195
1155,-2.287450075149536,-3.2054262161254883
1156,-0.8800762891769409,-3.1746349334716797
1157,-2.827570676803589,-4.312417507171631
1160,-1.1597071886062622,-3.965610980987549
1161,-1.7005889415740967,-3.353971481323242
1164,-0.8754856586456299,-3.578636646270752
1166,-1.4257079362869263,-3.3315842151641846
1168,-2.3242504596710205,-4.275808334350586
1177,-2.409562349319458,-3.7396907806396484
1179,-0.8002711534500122,-3.538458824157715
1181,-1.250180721282959,-3.328629493713379
1187,-1.218324065208435,-3.5293869972229004
1190,-1.0803371667861938,-2.84548282623291
1191,-2.5181384086608887,-3.7026615142822266
1194,-2.4335269927978516,-3.732950448989868
1196,-2.0772838592529297,-4.27498722076416
1197,-1.2884539365768433,-3.1680331230163574
1198,-2.025989294052124,-3.7378029823303223
1200,-3.860470771789551,-4.162550926208496
1202,-1.4248762130737305,-3.252439260482788
1204,-0.7996153235435486,-3.3902924060821533
1205,-1.75527822971344,-3.7250099182128906
1206,-1.6324728727340698,-3.727199077606201
1212,-1.9619144201278687,-3.8948781490325928
1214,-0.8680592775344849,-3.905524253845215
1216,-1.2550173997879028,-3.732985496520996
1223,-1.7868980169296265,-3.357166290283203
1224,-2.6085479259490967,-4.241937160491943
1226,-1.5559228658676147,-4.054821968078613
1229,-3.518187999725342,-4.485089302062988
1232,-1.0396071672439575,-3.299057722091675
1234,-3.2701876163482666,-4.237730026245117
1238,-0.9882172346115112,-2.7388932704925537
1239,-1.544585108757019,-3.7323355674743652
1243,-3.4583263397216797,-3.870957612991333
1244,-1.0085152387619019,-3.1870956420898438
1249,-1.1399011611938477,-3.6845686435699463
1254,-1.5096653699874878,-3.671643018722534
1257,-0.6859517097473145,-3.3388853073120117
1258,-0.8819589614868164,-3.1796655654907227
1259,-0.7575427889823914,-3.5770647525787354
1269,-1.3942735195159912,-3.676438808441162
1271,-1.4892126321792603,-3.8277854919433594
1272,-1.2775030136108398,-3.9493424892425537
1275,-2.54097580909729,-3.6530563831329346
1276,-2.4088006019592285,-4.396327972412109
1277,-1.0167603492736816,-2.939587354660034
1278,-1.196415662765503,-3.742993116378784
1279,-1.4682369232177734,-3.1014444828033447
1283,-1.1352207660675049,-3.4939446449279785
1290,-1.3617781400680542,-4.033858776092529
1291,-1.2087751626968384,-4.068077087402344
1293,-3.193906545639038,-4.293593406677246
1296,-2.7973945140838623,-3.817627429962158
1299,-1.6907446384429932,-2.8983068466186523
1301,-2.5954694747924805,-4.681974411010742
1302,-1.5371220111846924,-3.2044057846069336
1308,-1.180997371673584,-3.8046603202819824
1312,-1.206187129020691,-3.5355634689331055
1314,-1.4240165948867798,-3.3589184284210205
1316,-1.3936381340026855,-3.3833329677581787
1318,-1.8059861660003662,-3.2936789989471436
1319,-1.0329638719558716,-4.062432765960693
1320,-0.8568415641784668,-3.5169177055358887
1322,-2.676487445831299,-4.104096412658691
1324,-1.4795283079147339,-3.593156099319458
1326,-1.5003634691238403,-3.4843082427978516
1327,-1.51964271068573,-3.2577524185180664
1329,-1.2584590911865234,-3.225416660308838
1330,-1.132076621055603,-3.408862829208374
1333,-0.7627698183059692,-3.3506622314453125
1335,-3.423365354537964,-4.391210556030273
1337,-2.816397190093994,-3.742886543273926
1339,-1.457359790802002,-3.7640647888183594
1340,-1.6962040662765503,-3.5291504859924316
1342,-2.1454899311065674,-4.247503757476807
1344,-1.699986457824707,-3.6569228172302246
1345,-2.969440221786499,-3.456432819366455
1346,-1.3763866424560547,-3.7523176670074463
1353,-0.9314677119255066,-3.3070101737976074
1355,-0.529005229473114,-3.3196256160736084
1357,-0.8820160031318665,-2.769993782043457
1365,-1.0175225734710693,-3.493605613708496
1366,-3.3025825023651123,-3.880134105682373
1367,-1.5720666646957397,-3.9351065158843994
1368,-2.5423262119293213,-3.5228941440582275
1369,-0.9953215718269348,-3.307805299758911
1370,-1.5678232908248901,-3.861243486404419
1375,-3.0396716594696045,-4.276594161987305
1376,-3.063251495361328,-4.31209659576416
1378,-2.7864441871643066,-4.074951171875
1381,-1.1556611061096191,-3.9159467220306396
1383,-2.9898245334625244,-4.686680316925049
1384,-0.9105075597763062,-3.6092214584350586
1385,-1.9782629013061523,-3.9583239555358887
1387,-1.0071519613265991,-3.4529566764831543
1389,-0.9249387979507446,-3.2784764766693115
1391,-1.0871763229370117,-3.770425796508789
1394,-2.1594347953796387,-3.837141752243042
1396,-1.2329957485198975,-3.9288299083709717
1397,-1.877257227897644,-3.9628820419311523
1398,-2.9782402515411377,-4.203174591064453
1400,-2.6862680912017822,-3.929004192352295
1403,-2.3185009956359863,-3.8026561737060547
1404,-2.499295949935913,-4.423713207244873
1405,-2.8400793075561523,-4.377776145935059
1406,-1.1373120546340942,-3.2649683952331543
1408,-1.123045563697815,-3.4378509521484375
1409,-0.6739821434020996,-3.1609508991241455
1415,-0.800969123840332,-2.946657657623291
1419,-0.7787081599235535,-3.1257870197296143
1420,-0.47751298546791077,-3.275538444519043
1422,-2.2892003059387207,-3.499030351638794
1426,-1.817685842514038,-3.5200138092041016
1430,-0.9074965119361877,-3.836021900177002
1432,-2.413217067718506,-3.781622886657715
1433,-1.6104968786239624,-4.013339519500732
1436,-0.7632928490638733,-3.8165218830108643
1437,-1.5245243310928345,-3.264415740966797
1441,-1.2093286514282227,-3.750115394592285
