sample_id,fluency
0,0.9477880328507793
1,0.9385617934716493
2,0.8125985411166247
5,0.8801336910493297
7,0.9565069221714039
8,0.9566818066727102
10,0.9568201395603655
11,0.9499106962727418
15,0.950978239848842
16,0.8976709051134865
18,0.9318088603152134
19,0.9405242758327508
20,0.911724576677767
22,0.9436653516269621
24,0.9399375678613043
25,0.9560359980111302
28,0.8281988586597474
30,0.9459544161143789
31,0.9438999868308239
32,0.955913421228266
34,0.9542320862043974
35,0.9569759744930715
36,0.9606661448033927
39,0.9413562208715168
40,0.9443656531731262
41,0.9558986774090137
42,0.9479890833161759
43,0.8503652751888854
44,0.9552988932955301
47,0.6926790296750388
49,0.9631601836830782
51,0.9471899239306221
52,0.9630224877050975
54,0.8369838116535883
55,0.961044061523304
56,0.9223232107155844
59,0.8435773839814841
60,0.9152137118254067
61,0.9528447630711901
65,0.9478438436751656
69,0.9124765601935488
71,0.9550134378698494
72,0.9480524221195699
73,0.6283114723063793
74,0.9414680534291301
75,0.9555696502580016
78,0.7549364407897873
80,0.9464267882481816
81,0.9524175242243866
82,0.9499373054772038
84,0.9575055966190765
85,0.9554567998260313
86,0.8231592746255942
87,0.9598782895967762
88,0.953055689622732
90,0.9250606735662168
91,0.9390074961651664
92,0.9282245623430233
95,0.949753675176942
96,0.8465550255991948
97,0.866755298923067
98,0.9383846214354625
99,0.9492046477945314
101,0.9453237338299815
102,0.9544091891925168
104,0.9548227272223269
105,0.8286285761252573
108,0.92691384082216
111,0.9540727395426186
113,0.9392592774083824
117,0.8371478425512974
118,0.9513855456462716
119,0.952969728613606
122,0.9089615905929215
123,0.9507910634075107
126,0.9013078512986341
128,0.8237939945518195
130,0.9179121941131971
133,0.9503742683564269
135,0.9551893016198866
136,0.9322156738750514
139,0.9186363669256631
140,0.9508008520879779
143,0.9488028948971802
144,0.9365434332276148
145,0.9552400077346315
146,0.9578806063397567
147,0.9602626175803627
155,0.9527987829995249
157,0.7518217939109114
162,0.9595300151504396
163,0.92972096771696
165,0.9510469325614764
167,0.7233644491656638
175,0.9597297169591107
176,0.8147524961976491
177,0.7766405087246432
180,0.9560484531424879
182,0.945123918229163
183,0.9436986025938502
184,0.9463543735102671
188,0.958242121040871
