sample_id,fluency
0,0.9359382991317742
1,0.9439243108006679
2,0.8764997741682564
5,0.8779904680996243
7,0.9535763497706445
8,0.6938377294162624
10,0.9572470411344032
11,0.9540553639308423
15,0.9487258355350046
16,0.922107878531885
18,0.9444896099993215
19,0.9385381904965863
20,0.8265296164538616
22,0.9466942510163854
24,0.9582593923524216
25,0.9524269058037291
28,0.8716308936980333
30,0.9434819226307349
31,0.9304850583938288
32,0.9621445947810292
34,0.9564658821222484
35,0.956710897083302
36,0.9563281096774979
39,0.9449529279169914
40,0.9507353215616802
41,0.9549887307894337
42,0.9432973486241234
43,0.8849300410306961
44,0.957164215466653
47,0.9604819827238663
49,0.951749919604613
51,0.9504009189469677
52,0.841065365508703
54,0.9626711492416643
55,0.9609733979986287
56,0.9266874129395667
59,0.8252517547549653
60,0.8525979123534598
61,0.9511139723720499
65,0.9526460715547909
69,0.9228432909351254
71,0.8857590917936493
72,0.9445834262782775
73,0.7667715040742258
74,0.9452012547151526
75,0.9512733086672474
78,0.9552648948749761
80,0.9161151280745605
81,0.9581422016249319
82,0.7711662470301175
84,0.9365253768114671
85,0.9518148052475379
86,0.8565606782660655
87,0.9529296601017924
88,0.9606038747194515
90,0.7591802585305292
91,0.9411322056243153
92,0.9530551079399894
95,0.9516605868884382
96,0.9201648154474488
97,0.8698768112005963
98,0.8911074819140011
99,0.9511719635295505
101,0.9294869940151159
102,0.9254767718598578
104,0.9345861401142695
105,0.7801424096445323
108,0.8588750825406485
111,0.6913566861510014
113,0.9541248541927553
117,0.9192254708246106
118,0.9521911665352206
119,0.9124135539153481
122,0.9391184520059731
123,0.9099114818552531
126,0.951815325330921
128,0.9567084653638676
130,0.9481179334673937
133,0.9603435646430958
135,0.9565387902345087
136,0.4845390297788009
139,0.8588765107338504
140,0.9488662328139029
143,0.9585034649684756
144,0.9369729282206
145,0.9581219257707908
146,0.9570682308503327
147,0.9468665476672553
155,0.9518940738479185
157,0.9473704497203851
162,0.7343703350601212
163,0.8448528677919159
165,0.9163013589109044
167,0.83997161114745
175,0.9365015322583959
176,0.7403856918145276
177,0.9497804438517032
180,0.9385654969019613
182,0.8063921804940444
183,0.9441182867082474
184,0.8536813074562921
188,0.9549595874358976
189,0.9572128938500283
191,0.9361564990744053
194,0.9499515211596674
196,0.9526334866084211
197,0.950576313583458
201,0.9383302885109855
202,0.9123872646927028
206,0.9287461022007908
208,0.9441454598460376
212,0.8371978029393977
214,0.954233636964178
216,0.9531122795131023
221,0.9610675815877762
223,0.9060104208162837
224,0.9419050692265841
225,0.8299110868393749
228,0.9155816840936616
230,0.9353445956159199
232,0.9560517661789746
233,0.9551320756088625
238,0.9598881434443073
239,0.946975847493798
241,0.7797776761464726
243,0.9498505501756391
248,0.944308845969749
250,0.9580200005812731
253,0.9576464281644036
256,0.944425730073439
263,0.9521760822945335
264,0.8860286689505064
266,0.9539002848511586
270,0.8149965560022127
271,0.9443109158679945
272,0.945255223668996
274,0.8825012062843559
279,0.915071607687942
280,0.9660202163409292
281,0.9407790196628562
284,0.7348791196343185
285,0.9120642794307297
286,0.8883324291131646
287,0.9415319170412529
288,0.9459759043847078
289,0.9560374488501973
290,0.9513209772298595
291,0.9467469940083141
292,0.8991099890348494
293,0.8966720980500803
296,0.856573913469966
297,0.9502493840107075
305,0.9454508098270475
306,0.7977713719055295
309,0.9519443139257038
310,0.9035497413336396
312,0.9519714165768062
318,0.8290457748222207
331,0.8026049200226488
333,0.8925415736522264
337,0.8858848949872671
339,0.9530752735814568
340,0.9482641517324655
341,0.9417563384394149
344,0.7580158896050144
345,0.9559261419252596
347,0.8051001973743379
349,0.9526712634472331
352,0.8553932631903041
354,0.9590118542229223
356,0.9358899970624649
358,0.9274736784086005
360,0.6781196774968024
362,0.8916750861036821
364,0.9554127534640369
365,0.7735776105439599
369,0.8788723237275745
370,0.9577588618120697
373,0.6066118163780323
377,0.9409202306701928
379,0.7222079823016395
380,0.8781195371399503
383,0.8593223061940796
384,0.9480300724623487
386,0.83186162419358
387,0.834744691873491
388,0.9596060464342996
389,0.8941064776068149
391,0.9238566522355847
392,0.8648227272030523
393,0.9530601519265454
395,0.9478644636691823
397,0.9497528839126195
398,0.8335160836009282
399,0.9444160810301195
402,0.9025915372892516
404,0.9559827328232259
406,0.8907864555800928
408,0.9450057334753974
409,0.9623952176990416
412,0.9534522051714897
415,0.958740793692493
417,0.8937840284049977
419,0.7769394267287407
425,0.9301984448199853
427,0.9442638006555573
431,0.9554235850113224
432,0.9538889814913715
433,0.9625917698407649
435,0.9521533396771966
437,0.7993682252319867
441,0.9492659420632551
442,0.9554244793430664
445,0.8829992086290854
