sample_id,fluency
0,0.702152643058512
1,0.944827813428922
2,0.9381954593395169
5,0.9321753877094483
7,0.929528909743497
8,0.8506293773251624
10,0.8345330273492984
11,0.9415040146651272
15,0.9565882626772642
16,0.930838007214232
18,0.7637259985588172
19,0.8385940407038798
20,0.7502604163190878
22,0.8999754948320783
24,0.9529981431259101
25,0.9471778153113773
28,0.9070931836452162
30,0.938840838690804
31,0.9436487151203643
32,0.9276928167159946
34,0.9427979294362784
35,0.7614107180289348
36,0.9543482539909052
39,0.9617473082584225
40,0.9292655853292701
41,0.9561255691436628
42,0.9620455600457768
43,0.959072450845266
44,0.7287443887443296
47,0.9375891262459936
49,0.9429556867218679
51,0.9082225140896598
52,0.9457732850014525
54,0.7986414739960948
55,0.8870045390412274
56,0.9515007348167484
59,0.7634570378345583
60,0.7892831628210156
61,0.9586595944021828
65,0.8892691582235227
69,0.9509122699616697
71,0.94670701217545
72,0.9530820133631683
73,0.5659064498479511
74,0.9531137428707911
75,0.9538625783364895
78,0.9465040407898122
80,0.9454390433891293
81,0.8977747212543195
82,0.9561623499952969
84,0.9490867727115498
85,0.9603686771952256
86,0.9499706838809981
87,0.9611228330348732
88,0.8325534006444057
90,0.9398529163817525
91,0.9614623919325046
92,0.9539736889098831
95,0.9407794597435296
96,0.9529054131056391
97,0.9586444359289246
98,0.9311339733093624
99,0.9485311914260866
101,0.9402710654872535
102,0.7754257251560246
104,0.6992165761916556
105,0.9516213063827251
108,0.9476382948699114
111,0.9264468872089331
113,0.8472234722350385
117,0.9502345985188915
118,0.9557521597281223
119,0.9319215119285835
122,0.950010444855869
123,0.944294326742995
126,0.8387357701099216
128,0.9506328508409957
130,0.9368732710613272
133,0.66266606460992
135,0.956153702395854
136,0.9497547147311707
139,0.8452104564585842
140,0.77385143323633
143,0.8601992485727407
144,0.9317355860987833
145,0.9499593344630686
146,0.8131424353284388
147,0.9484955875402322
155,0.9488469753592413
157,0.9366995988818932
162,0.7747679814789523
163,0.8627435080572632
165,0.9544490816596116
167,0.9492823419205978
175,0.6143383564341249
176,0.9468244176770625
177,0.9108029949775722
180,0.9450444787071618
182,0.9137552601196977
183,0.9362350058353867
184,0.931896072394315
188,0.8212068204465007
189,0.9478984104689212
191,0.9293266785852138
194,0.9177419359649645
196,0.9464314008869762
197,0.9243856566513274
201,0.8815692629218285
202,0.8813776757612581
206,0.9577742935126565
208,0.9124376967243977
212,0.7773177156119843
214,0.9369603768328829
216,0.9546043325877976
221,0.9643462746133512
223,0.6767434062783859
224,0.9564656519421664
225,0.9567931822724147
228,0.8616531019035767
230,0.9483544020475445
232,0.960375637058716
233,0.9252424604341779
238,0.9622339942513822
239,0.8904838243950904
241,0.9548239086341818
243,0.95143579877946
248,0.9531096789620437
250,0.9506113128218967
253,0.9579512414109617
256,0.9470504336012686
263,0.9557212683026179
264,0.9532356766871339
266,0.8823247045312904
270,0.9491867523427999
271,0.9510320544105696
272,0.9349216435331806
274,0.7911379281838443
279,0.9502052818705327
280,0.8902464748140828
281,0.9606437097559386
284,0.8512307977246293
285,0.955029891956908
286,0.7991320646480268
287,0.9390008341312625
288,0.953930741853623
289,0.9523219209849241
290,0.9132352427378873
291,0.7733659455242514
292,0.9563619077987848
293,0.9087034684510903
296,0.9426741884375429
297,0.9566493793707576
305,0.7879968540706856
306,0.9560544977260491
309,0.8650607400599022
310,0.9475013415781122
312,0.8196510580285524
318,0.9553273478999841
331,0.9565126680869839
333,0.9316937219368199
337,0.9528876879884266
339,0.9567935396066894
340,0.9537790104133972
341,0.9488894729125394
344,0.9571152700141774
345,0.852135147246998
347,0.7305376300516584
349,0.9533637268650509
352,0.9525300639979029
354,0.9566362811348337
356,0.8121118105725561
358,0.9516783466988519
360,0.7952373397745556
362,0.7240445745811691
364,0.8093943542220682
365,0.9366737082458592
369,0.9364494025041751
370,0.9604205718622316
373,0.9585487237973961
377,0.9327358130482695
379,0.9488021340353309
380,0.8394381223680633
383,0.9582622642549505
384,0.941630889520194
386,0.8949464355768164
387,0.9546471565973171
388,0.9261890285305021
389,0.7048830562340137
391,0.7567304585088128
392,0.9549643056879507
393,0.6440600117729047
395,0.7632795983213566
397,0.9564809225942531
398,0.9536476733723152
399,0.9401664716601829
402,0.9450567733490042
404,0.9542305407525659
406,0.8461317446542077
408,0.9203072147971537
409,0.9350425884037584
412,0.9323138445449969
415,0.9436188779139429
417,0.9246310789468273
419,0.9218667058725444
425,0.945519542571487
427,0.9496335703963172
431,0.9578898708202654
432,0.9548661540170222
433,0.640939620828907
435,0.9182224985703398
437,0.943275393652864
441,0.916367096026177
442,0.956663323051318
445,0.9479979208113996
449,0.9565425349975104
451,0.9597323897182625
452,0.9430942359302614
453,0.954637946868193
456,0.9568516425630583
457,0.9549634232826018
463,0.9582491325996415
467,0.9607062991863751
469,0.9533282965131352
470,0.9612712239328797
471,0.9350130767101865
472,0.9595300051863972
473,0.8926689847131978
475,0.946052887115787
477,0.7567042170065977
478,0.6629929281614432
481,0.938878051883095
483,0.9581067879703454
487,0.9536302711553233
489,0.9554589910850336
490,0.948868058841207
492,0.9487396300283928
494,0.647455728051028
495,0.9536763577663401
500,0.5865361816139232
503,0.948675618762653
504,0.9493142354534536
505,0.9607434218034943
507,0.9507474164089624
511,0.9422533791349027
514,0.9607550937313258
515,0.9504709236364823
516,0.9509440060877026
518,0.9607647634283474
519,0.9575341395295416
522,0.9267524109227566
523,0.8025239665001989
529,0.9528405797813841
530,0.9531598768373479
532,0.9519188755110282
533,0.9488831233654157
534,0.9151966006368096
537,0.9263074164886558
541,0.9440781036019548
543,0.7257468072874486
545,0.9483989941653829
550,0.9548983642326517
551,0.9339291199783216
553,0.9465202828374807
558,0.7086869708580507
567,0.9471043008053733
574,0.9554720408613588
576,0.9214351942004902
578,0.9119381205219083
579,0.9574288838245926
582,0.9105461752308939
585,0.95167892478573
587,0.9361338841394163
589,0.9323606355588528
592,0.8617162782196385
593,0.9584924210426433
595,0.9540332588150925
601,0.875008357127837
604,0.9524736210253492
608,0.9525451477985305
615,0.8868296713311574
619,0.7246137436085155
621,0.949792195353371
623,0.9502385891317802
629,0.8633156149935163
630,0.9520508899178856
632,0.8578216439532022
633,0.9440394107678959
636,0.596533815740292
638,0.9517276650633226
639,0.5541645919083801
640,0.9570484178755962
641,0.9456340420835913
642,0.9513430990284808
643,0.963946023210951
648,0.7903505015723346
649,0.7832501521722701
650,0.9425143640068556
651,0.942503081975345
659,0.9164467907722801
662,0.9510047846205307
666,0.9497862354214753
669,0.9491224849530158
672,0.9547135555563524
675,0.9552060682654346
676,0.8825193639418422
677,0.9477840311757267
679,0.9584524085938002
680,0.9557697482221005
681,0.865882026116788
683,0.912386459798015
685,0.9305596685230975
686,0.9472870079705402
