,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
alpha_1.0,45.61546759181899,16.338108444864442,22.103517908852577,22.06595173977942,65.17632820606232,62.986590784788135,64.0002360522747
