sample_id,flat_1024_doc2sum,flat_1024_sum2doc,flat_overlap_doc2sum,flat_overlap_sum2doc,treesum_doc2sum,treesum_sum2doc
468,-2.7354249954223633,-3.6126601696014404,-2.7354249954223633,-3.6126601696014404,-2.985593557357788,-4.047306537628174
474,-3.598930835723877,-4.189526081085205,-3.598930835723877,-4.189526081085205,-3.337449789047241,-4.015486240386963
479,-2.893641471862793,-4.425146102905273,-3.0339603424072266,-4.958889484405518,-3.536515235900879,-4.498318672180176
480,-2.695185661315918,-2.441331148147583,-2.8349130153656006,-2.4192516803741455,-2.4699273109436035,-2.4377057552337646
482,-2.46537184715271,-2.4876973628997803,-2.4396462440490723,-2.4876420497894287,-2.7867627143859863,-3.4785189628601074
488,-3.776738405227661,-4.137483596801758,-3.7785544395446777,-4.170310020446777,-3.3547892570495605,-3.987837791442871
493,-2.201151132583618,-2.1387135982513428,-2.2313413619995117,-2.149496555328369,-3.1187520027160645,-3.9462053775787354
496,-2.6198556423187256,-3.7590205669403076,-2.51056170463562,-3.6820068359375,-2.5483341217041016,-3.7988016605377197
499,-2.24717378616333,-4.423798084259033,-2.3613829612731934,-4.429129123687744,-2.8342807292938232,-4.260729789733887
510,-2.803007125854492,-3.516937017440796,-2.825681686401367,-3.490924596786499,-3.2668025493621826,-4.145186424255371
520,-2.9665181636810303,-3.3888168334960938,-2.9665181636810303,-3.3888168334960938,-3.0072498321533203,-3.4539318084716797
524,-3.157930612564087,-3.49225115776062,-3.4612600803375244,-3.4625487327575684,-1.8530595302581787,-2.301589012145996
526,-2.507702350616455,-4.804305553436279,-2.507702589035034,-4.804305553436279,-2.7628166675567627,-4.990262508392334
535,-3.2323851585388184,-3.3084449768066406,-3.666691303253174,-3.4489457607269287,-3.2512335777282715,-3.389699697494507
542,-1.621638298034668,-1.7137401103973389,-1.621638298034668,-1.7137401103973389,-2.346712589263916,-2.6850924491882324
552,-2.94523549079895,-3.4555978775024414,-2.838488817214966,-3.305116891860962,-3.047711133956909,-3.6749157905578613
556,-3.145092248916626,-4.3953399658203125,-3.162919759750366,-4.394988536834717,-3.324387788772583,-4.411299705505371
561,-2.1869049072265625,-2.308367967605591,-2.1869051456451416,-2.308367967605591,-3.0577616691589355,-3.599116325378418
562,-2.878164529800415,-2.7578375339508057,-2.878164529800415,-2.7578375339508057,-2.854337215423584,-2.6658854484558105
563,-2.376368761062622,-2.630980968475342,-2.5253565311431885,-3.6628763675689697,-2.0444445610046387,-2.5379388332366943
564,-3.1995012760162354,-4.01678466796875,-3.1995017528533936,-4.016783714294434,-2.627516984939575,-5.1400346755981445
566,-3.005532741546631,-3.4798102378845215,-3.101320743560791,-3.4929442405700684,-3.062795877456665,-3.471794366836548
568,-3.251201868057251,-4.088580131530762,-2.9688446521759033,-4.108341217041016,-2.6948914527893066,-4.086406707763672
569,-3.186702251434326,-3.253877639770508,-3.4759409427642822,-2.884592294692993,-3.2944464683532715,-3.2029900550842285
573,-2.9860918521881104,-4.121122360229492,-3.0777900218963623,-4.084545135498047,-3.585662364959717,-4.061446189880371
580,-3.2882513999938965,-4.546810150146484,-3.3980660438537598,-4.6263298988342285,-3.168015956878662,-4.463955402374268
581,-2.5173463821411133,-2.6470277309417725,-2.337789535522461,-2.6245856285095215,-2.130650520324707,-2.791088342666626
583,-3.2760515213012695,-3.5548298358917236,-3.1620891094207764,-3.7404425144195557,-3.1207845211029053,-4.111023902893066
584,-2.8976502418518066,-3.644991636276245,-2.8976495265960693,-3.644991874694824,-2.8128316402435303,-3.7044687271118164
594,-2.942211627960205,-3.550382375717163,-2.916132926940918,-3.5731306076049805,-2.864023208618164,-3.347809314727783
596,-3.0570387840270996,-3.573657274246216,-3.0280046463012695,-3.5338780879974365,-2.6844451427459717,-3.6064908504486084
600,-2.989442825317383,-4.094049453735352,-2.989442825317383,-4.09404993057251,-3.1934814453125,-4.123409748077393
606,-3.147658348083496,-4.194891929626465,-3.047431707382202,-3.400536060333252,-3.29787278175354,-4.094769477844238
614,-2.5166590213775635,-3.151738166809082,-2.51665997505188,-3.1517374515533447,-2.5166590213775635,-3.151738166809082
616,-3.0176713466644287,-3.353093147277832,-2.6498050689697266,-3.439685344696045,-2.7456650733947754,-2.9990615844726562
617,-2.717844009399414,-2.573774814605713,-2.7002766132354736,-2.5995588302612305,-2.6590723991394043,-2.666060209274292
622,-3.1319780349731445,-3.997295618057251,-2.719245195388794,-4.0810651779174805,-3.4563088417053223,-3.9086720943450928
634,-2.5867488384246826,-3.360234498977661,-2.55293607711792,-3.3311517238616943,-2.619917631149292,-3.44579815864563
645,-2.616730213165283,-3.6395862102508545,-3.0563316345214844,-3.7616560459136963,-2.9363057613372803,-3.998354911804199
653,-2.587294101715088,-2.3671576976776123,-2.5424211025238037,-2.3616535663604736,-2.383476734161377,-2.5934250354766846
656,-2.302015542984009,-1.9514352083206177,-2.3020150661468506,-1.9514350891113281,-2.326530933380127,-2.9425618648529053
658,-3.3302862644195557,-3.2106165885925293,-3.2374188899993896,-3.184652090072632,-3.185020923614502,-3.1091763973236084
660,-3.045639753341675,-3.3850412368774414,-2.5530290603637695,-3.491387128829956,-2.69850754737854,-3.6363365650177
665,-3.306812286376953,-3.8262903690338135,-3.5738685131073,-3.8171656131744385,-3.2917280197143555,-3.9858546257019043
670,-3.337404489517212,-4.425357341766357,-3.3374037742614746,-4.425356388092041,-3.4053168296813965,-4.3987908363342285
671,-2.2473669052124023,-2.8818304538726807,-2.2473671436309814,-2.8818302154541016,-2.721339464187622,-3.570673704147339
687,-3.181262254714966,-3.031193494796753,-3.1812617778778076,-3.031193971633911,-3.074030876159668,-3.7341134548187256
694,-2.6847755908966064,-4.152589321136475,-3.1847641468048096,-4.067321300506592,-3.190727472305298,-3.5643160343170166
697,-3.1672897338867188,-3.068866014480591,-2.8603644371032715,-3.1870954036712646,-2.8187203407287598,-3.0799808502197266
701,-2.6281938552856445,-3.571477174758911,-2.6281938552856445,-3.5714774131774902,-2.9041788578033447,-4.024272441864014
709,-2.6288185119628906,-3.7916860580444336,-2.300044059753418,-3.661015510559082,-2.860640048980713,-3.7165355682373047
712,-2.3420612812042236,-4.184298515319824,-2.3420608043670654,-4.184298992156982,-2.6201207637786865,-4.9988603591918945
721,-3.666321039199829,-4.4276299476623535,-3.666320562362671,-4.427630424499512,-3.752730369567871,-4.785914897918701
744,-2.7758874893188477,-3.8342151641845703,-2.7758872509002686,-3.8342158794403076,-2.7763962745666504,-3.6437768936157227
747,-2.7850639820098877,-3.0463953018188477,-2.8053700923919678,-3.0443437099456787,-2.6730892658233643,-2.970552682876587
748,-3.113640308380127,-4.406519412994385,-3.1136410236358643,-4.406519889831543,-2.645573854446411,-4.754121780395508
756,-2.824276924133301,-3.339581251144409,-2.8433239459991455,-3.392629384994507,-2.452061414718628,-3.319244146347046
759,-2.9781858921051025,-3.7485909461975098,-3.0365939140319824,-3.7577407360076904,-3.1520349979400635,-3.657154083251953
762,-3.3439385890960693,-3.8069682121276855,-2.8930299282073975,-3.82541823387146,-2.5541906356811523,-3.065805673599243
763,-2.7646713256835938,-3.380922555923462,-2.743661403656006,-3.4125633239746094,-3.086867094039917,-3.552797555923462
764,-2.523303747177124,-3.0605764389038086,-2.6518077850341797,-3.0715208053588867,-3.033348798751831,-3.1477911472320557
765,-2.8243589401245117,-3.7730202674865723,-2.8150346279144287,-3.7618095874786377,-3.0729289054870605,-3.6419789791107178
767,-2.509141206741333,-2.720362901687622,-2.509141683578491,-2.720363140106201,-2.706965684890747,-2.6896018981933594
772,-2.9420392513275146,-3.014998197555542,-2.683523416519165,-3.0361170768737793,-2.45129656791687,-3.291455030441284
792,-2.7340784072875977,-4.496811389923096,-2.736345052719116,-4.2721266746521,-3.2169415950775146,-4.296397686004639
794,-3.818404197692871,-3.6589126586914062,-3.818403720855713,-3.658912181854248,-3.6501216888427734,-3.657477855682373
802,-3.2854413986206055,-3.425577402114868,-3.2854413986206055,-3.425577163696289,-3.0610668659210205,-3.42934513092041
806,-2.681696653366089,-3.2264797687530518,-2.6816961765289307,-3.226480722427368,-2.615248203277588,-3.430196523666382
812,-3.2138829231262207,-3.272949457168579,-3.213883399963379,-3.27294921875,-2.1153783798217773,-2.6583080291748047
819,-2.669787645339966,-4.328516006469727,-2.597607135772705,-4.3865742683410645,-2.628810405731201,-4.2893476486206055
823,-2.4235260486602783,-3.8051297664642334,-2.4235260486602783,-3.8051302433013916,-2.6210310459136963,-3.6554088592529297
827,-2.7657103538513184,-3.773084878921509,-2.7657105922698975,-3.7730844020843506,-2.814307689666748,-3.9674932956695557
834,-2.429108142852783,-3.308710813522339,-3.003934860229492,-3.887700319290161,-2.7353744506835938,-3.333688497543335
837,-2.6304104328155518,-3.4865787029266357,-2.6304099559783936,-3.4865787029266357,-3.1723968982696533,-2.92144775390625
839,-2.7027506828308105,-3.8292744159698486,-2.387193202972412,-3.9661035537719727,-2.144017219543457,-3.550316095352173
840,-2.7539172172546387,-3.450407028198242,-2.6415598392486572,-3.3309407234191895,-2.763204574584961,-3.7653465270996094
842,-3.097726821899414,-4.159979343414307,-3.231555461883545,-4.1331562995910645,-2.786661386489868,-4.143787384033203
848,-3.4836955070495605,-5.091369152069092,-3.3389523029327393,-4.711771011352539,-4.358853340148926,-5.0749616622924805
856,-2.9326748847961426,-4.170645236968994,-2.711827278137207,-2.722838878631592,-2.4736931324005127,-3.06587815284729
864,-2.7867724895477295,-3.2468249797821045,-2.831159830093384,-3.283889055252075,-3.268852949142456,-4.105605602264404
871,-2.648686408996582,-2.4079511165618896,-2.4865963459014893,-2.4416565895080566,-2.3417489528656006,-2.3967158794403076
873,-2.72247052192688,-3.9460065364837646,-2.803867816925049,-3.9083919525146484,-2.6653716564178467,-3.878837823867798
876,-2.9554309844970703,-4.409477710723877,-2.9554309844970703,-4.409477233886719,-2.835477828979492,-3.9978902339935303
885,-2.372162103652954,-4.368016719818115,-2.372162103652954,-4.368016242980957,-3.129171133041382,-4.208077907562256
888,-2.7515921592712402,-4.145554065704346,-3.193624258041382,-3.6904659271240234,-2.823848247528076,-3.1851630210876465
895,-2.5546417236328125,-3.2685093879699707,-2.5546419620513916,-3.2685091495513916,-2.7098710536956787,-3.119222640991211
898,-2.869962215423584,-3.798992395401001,-3.1566343307495117,-3.727555274963379,-2.6965887546539307,-3.5352888107299805
912,-2.4341118335723877,-4.214936256408691,-2.878084182739258,-4.091582775115967,-2.6820194721221924,-4.122323989868164
913,-3.585527181625366,-4.422214031219482,-3.7139577865600586,-4.496181011199951,-3.421903371810913,-4.591938495635986
916,-3.07106351852417,-4.728687286376953,-3.07106351852417,-4.728687286376953,-3.0081770420074463,-4.71821403503418
929,-2.722715377807617,-3.6743345260620117,-3.414182424545288,-3.7041096687316895,-2.745148181915283,-3.577585458755493
934,-2.8514747619628906,-3.613644599914551,-2.851475238800049,-3.6136443614959717,-3.345913887023926,-3.7971832752227783
937,-2.792081594467163,-3.4510436058044434,-2.643176317214966,-3.466078042984009,-2.638312816619873,-3.342095136642456
938,-1.7445229291915894,-3.0804035663604736,-1.7445228099822998,-3.0804033279418945,-1.9225138425827026,-3.092209577560425
940,-2.5039150714874268,-3.326500654220581,-2.7275025844573975,-3.4009172916412354,-2.9631404876708984,-3.354624032974243
944,-1.9919768571853638,-1.8350211381912231,-1.9919767379760742,-1.835020899772644,-2.36806321144104,-4.74373197555542
945,-2.0747320652008057,-2.8670549392700195,-2.0747318267822266,-2.8670547008514404,-2.7649922370910645,-3.4183712005615234
947,-2.9208149909973145,-2.6088366508483887,-2.81996488571167,-2.5192975997924805,-3.1348466873168945,-2.7052485942840576
949,-2.4485747814178467,-3.9981091022491455,-2.052802801132202,-3.90147066116333,-2.3521132469177246,-3.97627854347229
962,-3.1483638286590576,-3.3538405895233154,-3.0792229175567627,-3.2899136543273926,-3.1445138454437256,-3.3357796669006348
970,-2.9287970066070557,-4.016735076904297,-2.9234530925750732,-4.015392303466797,-2.7520720958709717,-4.074629783630371
979,-2.662991762161255,-2.9070212841033936,-2.8499739170074463,-3.0080668926239014,-2.922456979751587,-3.3368256092071533
982,-2.604825735092163,-3.4028704166412354,-2.6482787132263184,-3.0666518211364746,-2.911325454711914,-3.0971250534057617
988,-2.605970859527588,-3.583080291748047,-2.6556396484375,-3.660243272781372,-2.9305248260498047,-3.8393232822418213
991,-3.28072190284729,-4.652080059051514,-3.5347673892974854,-4.635128021240234,-3.129948854446411,-4.728660583496094
994,-3.835289239883423,-5.041851043701172,-3.8352890014648438,-5.041850566864014,-3.8352890014648438,-5.041850566864014
1018,-2.7901735305786133,-3.3184001445770264,-2.8379907608032227,-3.1445839405059814,-2.5445544719696045,-2.824744701385498
1020,-2.4862101078033447,-3.5422074794769287,-2.4923176765441895,-3.5039520263671875,-2.7314493656158447,-3.47231388092041
1022,-2.5575098991394043,-4.217484474182129,-2.557509422302246,-4.217484474182129,-2.9094691276550293,-4.462352275848389
1030,-2.8869807720184326,-4.229349613189697,-2.8869802951812744,-4.229348659515381,-2.723072052001953,-4.237247467041016
1034,-2.807692766189575,-3.573356866836548,-2.8076934814453125,-3.5733563899993896,-2.5002639293670654,-2.878053903579712
1036,-2.8497867584228516,-4.170621395111084,-2.790464401245117,-4.233915328979492,-2.9695041179656982,-4.13988733291626
1042,-3.508267879486084,-4.480205535888672,-3.508267879486084,-4.48020601272583,-2.671304941177368,-4.7548956871032715
1044,-2.4610519409179688,-4.500377178192139,-2.461052179336548,-4.5003767013549805,-2.8809399604797363,-4.76188850402832
1045,-2.8468894958496094,-3.6223201751708984,-2.846888780593872,-3.6223206520080566,-3.082728624343872,-3.661158800125122
1051,-2.7790029048919678,-4.111959934234619,-2.704967975616455,-4.814975261688232,-3.052232027053833,-3.8495283126831055
1071,-2.7571496963500977,-3.9989984035491943,-2.7356150150299072,-3.8247010707855225,-3.180264711380005,-3.923302412033081
1072,-3.0000810623168945,-3.265092134475708,-3.2754862308502197,-3.2419698238372803,-3.2388720512390137,-3.2790637016296387
1073,-3.1745996475219727,-2.63972806930542,-2.908287286758423,-2.6360387802124023,-2.9892184734344482,-2.671720266342163
1083,-3.1391451358795166,-4.740315914154053,-2.783695697784424,-4.474813938140869,-3.4729130268096924,-4.690509796142578
1085,-3.457181692123413,-4.298213958740234,-3.0882463455200195,-4.305661678314209,-3.132978916168213,-4.319327354431152
1092,-2.741046905517578,-3.7698140144348145,-2.7622573375701904,-3.7699201107025146,-2.738233804702759,-3.7836735248565674
1100,-3.0799741744995117,-2.553999423980713,-3.125600576400757,-2.3874378204345703,-3.10060715675354,-2.475562572479248
1111,-2.770317316055298,-4.53260612487793,-2.5798256397247314,-4.434427738189697,-2.7081754207611084,-4.589097023010254
1133,-2.7810709476470947,-3.15541934967041,-2.781071662902832,-3.1554198265075684,-2.846952199935913,-3.26943302154541
1143,-3.245697259902954,-3.7153406143188477,-3.230760097503662,-3.805011749267578,-3.0589942932128906,-4.444244861602783
1148,-2.9633147716522217,-3.991039276123047,-3.2190871238708496,-4.595131874084473,-3.345930814743042,-4.280084609985352
1165,-3.2378926277160645,-3.999450206756592,-3.1907994747161865,-4.004175662994385,-2.989457368850708,-3.7952382564544678
1170,-3.4400501251220703,-3.719621181488037,-3.371959686279297,-4.022490978240967,-3.6963274478912354,-3.800011157989502
1184,-2.817326068878174,-3.3394947052001953,-3.279366970062256,-3.6323060989379883,-3.1007895469665527,-3.275717258453369
1207,-2.627122163772583,-3.004818916320801,-2.766552448272705,-2.966707706451416,-2.8881986141204834,-2.9567205905914307
1208,-2.519777297973633,-3.717569589614868,-2.698029041290283,-3.675239086151123,-3.2115318775177,-3.860637903213501
1213,-2.728710412979126,-3.206881523132324,-3.158463478088379,-3.5245888233184814,-2.65889573097229,-3.024264097213745
1220,-2.895359516143799,-4.580378532409668,-2.972275972366333,-4.5195417404174805,-2.8270950317382812,-4.509115695953369
1221,-2.644043445587158,-3.20849347114563,-2.297337770462036,-2.8387999534606934,-2.435455560684204,-2.70811128616333
1222,-2.4353718757629395,-3.7036688327789307,-3.183122158050537,-4.52036714553833,-2.8854777812957764,-4.001836776733398
1235,-2.788491725921631,-2.7454800605773926,-2.831716299057007,-2.699504852294922,-2.6080210208892822,-2.5043482780456543
1242,-2.6097679138183594,-4.4064154624938965,-2.935925006866455,-4.4337897300720215,-2.710409641265869,-4.390380859375
1248,-2.3190174102783203,-1.4948899745941162,-2.3871164321899414,-1.4559651613235474,-2.1511383056640625,-1.405449390411377
1251,-3.6780803203582764,-3.886773109436035,-3.2556891441345215,-3.778634548187256,-3.420151710510254,-4.028738975524902
1252,-1.8899495601654053,-1.4438453912734985,-1.8899492025375366,-1.4438456296920776,-3.528902769088745,-4.4474568367004395
1253,-2.5702037811279297,-3.840331554412842,-2.612708568572998,-3.923133134841919,-2.4291882514953613,-3.734483242034912
1261,-2.184807300567627,-4.070476531982422,-2.1848068237304688,-4.07047700881958,-2.501469612121582,-4.041299343109131
1266,-3.2077836990356445,-4.008864402770996,-3.545715808868408,-3.919257879257202,-3.0514132976531982,-3.8815646171569824
1268,-2.8806710243225098,-3.4794578552246094,-2.880671262741089,-3.4794585704803467,-3.144371271133423,-4.359155178070068
1273,-2.5802814960479736,-3.769788980484009,-2.615206480026245,-3.8131353855133057,-2.6446423530578613,-3.7375667095184326
1282,-2.8254125118255615,-3.100895404815674,-2.8059029579162598,-3.222003936767578,-2.8411152362823486,-3.3778812885284424
1286,-3.1327102184295654,-5.047891139984131,-4.1645379066467285,-5.0894060134887695,-3.3526222705841064,-5.0135674476623535
1289,-3.029622793197632,-3.8659534454345703,-3.2338380813598633,-3.876432180404663,-2.85673451423645,-3.9581003189086914
1292,-3.1803410053253174,-3.225332021713257,-3.3193135261535645,-3.631801128387451,-3.1560134887695312,-3.131105899810791
1295,-3.2201342582702637,-3.8156139850616455,-3.3613035678863525,-3.6783194541931152,-3.0659732818603516,-4.291293621063232
1297,-2.6481120586395264,-3.379580020904541,-2.6481120586395264,-3.379579782485962,-2.520137310028076,-4.016941070556641
1303,-2.7935118675231934,-3.9436817169189453,-2.777667760848999,-3.914760112762451,-3.052722692489624,-4.025722503662109
1304,-2.697899580001831,-3.211505174636841,-2.4329452514648438,-3.389446258544922,-2.8956544399261475,-3.2561228275299072
1307,-2.9853949546813965,-4.184842586517334,-3.0421128273010254,-4.158020496368408,-2.772111177444458,-4.069326877593994
