sample_id,flat_1024_doc2sum,flat_1024_sum2doc,flat_overlap_doc2sum,flat_overlap_sum2doc,treesum_doc2sum,treesum_sum2doc
257,-2.9442546367645264,-2.9442546367645264,-3.0907139778137207,-3.0907139778137207,-3.0550663471221924,-3.0550663471221924
260,-2.6921050548553467,-2.6921050548553467,-2.6921050548553467,-2.6921050548553467,-2.2003285884857178,-2.2003285884857178
262,-2.319392442703247,-2.319392442703247,-2.2337799072265625,-2.2337799072265625,-2.094682455062866,-2.094682455062866
267,-3.0395710468292236,-3.0395710468292236,-3.241628408432007,-3.241628408432007,-3.749563694000244,-3.749563694000244
295,-3.0965192317962646,-3.0965192317962646,-3.0965185165405273,-3.0965185165405273,-3.333766222000122,-3.333766222000122
300,-2.52864408493042,-2.52864408493042,-2.4862537384033203,-2.4862537384033203,-2.4348955154418945,-2.4348955154418945
313,-2.5973403453826904,-2.5973403453826904,-2.5973403453826904,-2.5973403453826904,-2.876729726791382,-2.876729726791382
317,-3.3624205589294434,-3.3624205589294434,-3.420661687850952,-3.420661687850952,-3.172621250152588,-3.172621250152588
325,-3.0038065910339355,-3.0038065910339355,-3.0038061141967773,-3.0038061141967773,-3.631531238555908,-3.631531238555908
326,-2.832801580429077,-2.832801580429077,-3.0239174365997314,-3.0239174365997314,-2.820774793624878,-2.820774793624878
329,-2.6800644397735596,-2.6800644397735596,-2.834531307220459,-2.834531307220459,-3.075507640838623,-3.075507640838623
336,-2.909404993057251,-2.909404993057251,-2.8758013248443604,-2.8758013248443604,-2.929447889328003,-2.929447889328003
342,-3.0116307735443115,-3.0116307735443115,-3.093585729598999,-3.093585729598999,-3.333447217941284,-3.333447217941284
355,-3.1437392234802246,-3.1437392234802246,-2.8728208541870117,-2.8728208541870117,-2.5661730766296387,-2.5661730766296387
361,-2.8372583389282227,-2.8372583389282227,-2.9093825817108154,-2.9093825817108154,-2.7713873386383057,-2.7713873386383057
363,-2.376986503601074,-2.376986503601074,-2.376986265182495,-2.376986265182495,-2.168774366378784,-2.168774366378784
372,-2.7092361450195312,-2.7092361450195312,-2.9076764583587646,-2.9076764583587646,-2.937603235244751,-2.937603235244751
375,-2.7740516662597656,-2.7740516662597656,-2.7740509510040283,-2.7740509510040283,-2.8969357013702393,-2.8969357013702393
378,-2.3199262619018555,-2.3199262619018555,-2.3476059436798096,-2.3476059436798096,-2.2380361557006836,-2.2380361557006836
385,-2.953917980194092,-2.953917980194092,-2.9539175033569336,-2.9539175033569336,-2.375086784362793,-2.375086784362793
410,-2.2574219703674316,-2.2574219703674316,-2.257422685623169,-2.257422685623169,-2.337261199951172,-2.337261199951172
411,-3.1757586002349854,-3.1757586002349854,-2.9569032192230225,-2.9569032192230225,-3.339446783065796,-3.339446783065796
414,-3.540064811706543,-3.540064811706543,-3.6852951049804688,-3.6852951049804688,-3.7241926193237305,-3.7241926193237305
416,-3.771920919418335,-3.771920919418335,-3.2464349269866943,-3.2464349269866943,-3.577580690383911,-3.577580690383911
420,-2.677650213241577,-2.677650213241577,-3.3066904544830322,-3.3066904544830322,-3.285665273666382,-3.285665273666382
422,-2.9875388145446777,-2.9875388145446777,-2.7256357669830322,-2.7256357669830322,-3.1317496299743652,-3.1317496299743652
426,-3.183509349822998,-3.183509349822998,-3.267739772796631,-3.267739772796631,-3.0389697551727295,-3.0389697551727295
439,-4.178768157958984,-4.178768157958984,-3.6746726036071777,-3.6746726036071777,-3.611419200897217,-3.611419200897217
443,-2.43276309967041,-2.43276309967041,-2.4327640533447266,-2.4327640533447266,-2.4831466674804688,-2.4831466674804688
444,-3.5497891902923584,-3.5497891902923584,-2.6397628784179688,-2.6397628784179688,-2.9008848667144775,-2.9008848667144775
446,-3.857814311981201,-3.857814311981201,-3.715212821960449,-3.715212821960449,-3.3775901794433594,-3.3775901794433594
458,-2.4108147621154785,-2.4108147621154785,-2.4108147621154785,-2.4108147621154785,-3.080413818359375,-3.080413818359375
465,-3.971923828125,-3.971923828125,-2.6243505477905273,-2.6243505477905273,-3.225538492202759,-3.225538492202759
468,-2.7354249954223633,-2.7354249954223633,-2.735424518585205,-2.735424518585205,-2.985593795776367,-2.985593795776367
474,-3.598931312561035,-3.598931312561035,-3.5989317893981934,-3.5989317893981934,-3.3374500274658203,-3.3374500274658203
479,-2.8936429023742676,-2.8936429023742676,-3.033961057662964,-3.033961057662964,-3.536515951156616,-3.536515951156616
480,-2.695185661315918,-2.695185661315918,-2.8349130153656006,-2.8349130153656006,-2.4699270725250244,-2.4699270725250244
482,-2.465372085571289,-2.465372085571289,-2.4396462440490723,-2.4396462440490723,-2.786762237548828,-2.786762237548828
488,-3.7767391204833984,-3.7767391204833984,-3.7785544395446777,-3.7785544395446777,-3.3547892570495605,-3.3547892570495605
493,-2.2011513710021973,-2.2011513710021973,-2.2313413619995117,-2.2313413619995117,-3.1187520027160645,-3.1187520027160645
496,-2.6198556423187256,-2.6198556423187256,-2.510561227798462,-2.510561227798462,-2.5483334064483643,-2.5483334064483643
499,-2.247173309326172,-2.247173309326172,-2.361382484436035,-2.361382484436035,-2.834280252456665,-2.834280252456665
510,-2.8030080795288086,-2.8030080795288086,-2.8256821632385254,-2.8256821632385254,-3.2668025493621826,-3.2668025493621826
520,-2.9665181636810303,-2.9665181636810303,-2.966517686843872,-2.966517686843872,-3.0072500705718994,-3.0072500705718994
524,-3.157930612564087,-3.157930612564087,-3.4612603187561035,-3.4612603187561035,-1.85305917263031,-1.85305917263031
526,-2.507702589035034,-2.507702589035034,-2.507702350616455,-2.507702350616455,-2.7628164291381836,-2.7628164291381836
535,-3.2323851585388184,-3.2323851585388184,-3.6666910648345947,-3.6666910648345947,-3.2512340545654297,-3.2512340545654297
542,-1.6216379404067993,-1.6216379404067993,-1.6216381788253784,-1.6216381788253784,-2.346712350845337,-2.346712350845337
552,-2.9452359676361084,-2.9452359676361084,-2.8384885787963867,-2.8384885787963867,-3.047710657119751,-3.047710657119751
556,-3.145092248916626,-3.145092248916626,-3.162919521331787,-3.162919521331787,-3.324387788772583,-3.324387788772583
561,-2.1869049072265625,-2.1869049072265625,-2.1869044303894043,-2.1869044303894043,-3.0577621459960938,-3.0577621459960938
562,-2.878164768218994,-2.878164768218994,-2.878164291381836,-2.878164291381836,-2.854336977005005,-2.854336977005005
563,-2.376368999481201,-2.376368999481201,-2.5253562927246094,-2.5253562927246094,-2.0444447994232178,-2.0444447994232178
564,-3.1995017528533936,-3.1995017528533936,-3.1995015144348145,-3.1995015144348145,-2.627516269683838,-2.627516269683838
566,-3.0055320262908936,-3.0055320262908936,-3.10132098197937,-3.10132098197937,-3.0627949237823486,-3.0627949237823486
568,-3.251201629638672,-3.251201629638672,-2.9688448905944824,-2.9688448905944824,-2.6948912143707275,-2.6948912143707275
569,-3.186702251434326,-3.186702251434326,-3.4759409427642822,-3.4759409427642822,-3.2944467067718506,-3.2944467067718506
573,-2.986090898513794,-2.986090898513794,-3.077789783477783,-3.077789783477783,-3.5856618881225586,-3.5856618881225586
580,-3.2882513999938965,-3.2882513999938965,-3.3980655670166016,-3.3980655670166016,-3.1680166721343994,-3.1680166721343994
581,-2.5173463821411133,-2.5173463821411133,-2.337790012359619,-2.337790012359619,-2.130650758743286,-2.130650758743286
583,-3.2760512828826904,-3.2760512828826904,-3.1620888710021973,-3.1620888710021973,-3.1207845211029053,-3.1207845211029053
584,-2.8976500034332275,-2.8976500034332275,-2.8976502418518066,-2.8976502418518066,-2.812831163406372,-2.812831163406372
594,-2.942211151123047,-2.942211151123047,-2.916132688522339,-2.916132688522339,-2.864023208618164,-2.864023208618164
596,-3.0570390224456787,-3.0570390224456787,-3.0280048847198486,-3.0280048847198486,-2.6844451427459717,-2.6844451427459717
600,-2.989442825317383,-2.989442825317383,-2.989443302154541,-2.989443302154541,-3.1934814453125,-3.1934814453125
606,-3.147658586502075,-3.147658586502075,-3.047431230545044,-3.047431230545044,-3.29787278175354,-3.29787278175354
614,-2.51665997505188,-2.51665997505188,-2.516660213470459,-2.516660213470459,-2.516660213470459,-2.516660213470459
616,-3.0176708698272705,-3.0176708698272705,-2.6498050689697266,-2.6498050689697266,-2.7456650733947754,-2.7456650733947754
617,-2.7178444862365723,-2.7178444862365723,-2.7002766132354736,-2.7002766132354736,-2.6590731143951416,-2.6590731143951416
622,-3.1319777965545654,-3.1319777965545654,-2.719245195388794,-2.719245195388794,-3.4563090801239014,-3.4563090801239014
634,-2.5867488384246826,-2.5867488384246826,-2.552936553955078,-2.552936553955078,-2.619917631149292,-2.619917631149292
645,-2.6167309284210205,-2.6167309284210205,-3.0563323497772217,-3.0563323497772217,-2.936305284500122,-2.936305284500122
653,-2.587293863296509,-2.587293863296509,-2.542421579360962,-2.542421579360962,-2.383476972579956,-2.383476972579956
656,-2.302015542984009,-2.302015542984009,-2.302016019821167,-2.302016019821167,-2.326530933380127,-2.326530933380127
658,-3.330286741256714,-3.330286741256714,-3.2374184131622314,-3.2374184131622314,-3.1850204467773438,-3.1850204467773438
660,-3.045640468597412,-3.045640468597412,-2.553029775619507,-2.553029775619507,-2.69850754737854,-2.69850754737854
665,-3.3068125247955322,-3.3068125247955322,-3.5738685131073,-3.5738685131073,-3.2917277812957764,-3.2917277812957764
670,-3.3374040126800537,-3.3374040126800537,-3.337404489517212,-3.337404489517212,-3.4053163528442383,-3.4053163528442383
671,-2.2473671436309814,-2.2473671436309814,-2.2473673820495605,-2.2473673820495605,-2.721339702606201,-2.721339702606201
687,-3.181262254714966,-3.181262254714966,-3.1812620162963867,-3.1812620162963867,-3.0740315914154053,-3.0740315914154053
694,-2.6847753524780273,-2.6847753524780273,-3.1847641468048096,-3.1847641468048096,-3.1907269954681396,-3.1907269954681396
697,-3.167289972305298,-3.167289972305298,-2.8603641986846924,-2.8603641986846924,-2.818721055984497,-2.818721055984497
701,-2.6281938552856445,-2.6281938552856445,-2.6281940937042236,-2.6281940937042236,-2.904179334640503,-2.904179334640503
709,-2.6288177967071533,-2.6288177967071533,-2.300043821334839,-2.300043821334839,-2.8606390953063965,-2.8606390953063965
712,-2.3420608043670654,-2.3420608043670654,-2.3420612812042236,-2.3420612812042236,-2.6201207637786865,-2.6201207637786865
721,-3.6663200855255127,-3.6663200855255127,-3.666320562362671,-3.666320562362671,-3.7527308464050293,-3.7527308464050293
744,-2.775887966156006,-2.775887966156006,-2.7758872509002686,-2.7758872509002686,-2.776395559310913,-2.776395559310913
747,-2.785064220428467,-2.785064220428467,-2.8053696155548096,-2.8053696155548096,-2.6730892658233643,-2.6730892658233643
748,-3.113640546798706,-3.113640546798706,-3.113640785217285,-3.113640785217285,-2.645573854446411,-2.645573854446411
756,-2.8242766857147217,-2.8242766857147217,-2.8433239459991455,-2.8433239459991455,-2.452061891555786,-2.452061891555786
759,-2.9781858921051025,-2.9781858921051025,-3.0365939140319824,-3.0365939140319824,-3.1520349979400635,-3.1520349979400635
762,-3.3439383506774902,-3.3439383506774902,-2.8930294513702393,-2.8930294513702393,-2.5541908740997314,-2.5541908740997314
763,-2.764672040939331,-2.764672040939331,-2.7436609268188477,-2.7436609268188477,-3.086867332458496,-3.086867332458496
764,-2.523303508758545,-2.523303508758545,-2.6518077850341797,-2.6518077850341797,-3.0333480834960938,-3.0333480834960938
765,-2.824359178543091,-2.824359178543091,-2.8150346279144287,-2.8150346279144287,-3.0729289054870605,-3.0729289054870605
767,-2.509140729904175,-2.509140729904175,-2.509141206741333,-2.509141206741333,-2.706965684890747,-2.706965684890747
772,-2.9420394897460938,-2.9420394897460938,-2.683523178100586,-2.683523178100586,-2.451296806335449,-2.451296806335449
792,-2.7340784072875977,-2.7340784072875977,-2.736344814300537,-2.736344814300537,-3.2169413566589355,-3.2169413566589355
794,-3.8184030055999756,-3.8184030055999756,-3.8184022903442383,-3.8184022903442383,-3.650120735168457,-3.650120735168457
802,-3.2854413986206055,-3.2854413986206055,-3.2854416370391846,-3.2854416370391846,-3.0610663890838623,-3.0610663890838623
806,-2.681696653366089,-2.681696653366089,-2.6816964149475098,-2.6816964149475098,-2.615248203277588,-2.615248203277588
812,-3.2138829231262207,-3.2138829231262207,-3.2138829231262207,-3.2138829231262207,-2.1153781414031982,-2.1153781414031982
819,-2.6697893142700195,-2.6697893142700195,-2.5976083278656006,-2.5976083278656006,-2.6288113594055176,-2.6288113594055176
823,-2.4235260486602783,-2.4235260486602783,-2.4235265254974365,-2.4235265254974365,-2.6210310459136963,-2.6210310459136963
827,-2.7657105922698975,-2.7657105922698975,-2.7657108306884766,-2.7657108306884766,-2.814307689666748,-2.814307689666748
834,-2.429107904434204,-2.429107904434204,-3.0039353370666504,-3.0039353370666504,-2.735375165939331,-2.735375165939331
837,-2.6304092407226562,-2.6304092407226562,-2.6304092407226562,-2.6304092407226562,-3.172396659851074,-3.172396659851074
839,-2.7027511596679688,-2.7027511596679688,-2.3871939182281494,-2.3871939182281494,-2.144017219543457,-2.144017219543457
840,-2.7539167404174805,-2.7539167404174805,-2.6415598392486572,-2.6415598392486572,-2.763204336166382,-2.763204336166382
842,-3.097727060317993,-3.097727060317993,-3.2315561771392822,-3.2315561771392822,-2.7866604328155518,-2.7866604328155518
848,-3.4836955070495605,-3.4836955070495605,-3.3389527797698975,-3.3389527797698975,-4.358854293823242,-4.358854293823242
856,-2.932675361633301,-2.932675361633301,-2.711826801300049,-2.711826801300049,-2.4736931324005127,-2.4736931324005127
864,-2.7867724895477295,-2.7867724895477295,-2.831159830093384,-2.831159830093384,-3.268852472305298,-3.268852472305298
871,-2.6486868858337402,-2.6486868858337402,-2.4865963459014893,-2.4865963459014893,-2.3417487144470215,-2.3417487144470215
873,-2.7224698066711426,-2.7224698066711426,-2.803867816925049,-2.803867816925049,-2.665372371673584,-2.665372371673584
876,-2.9554309844970703,-2.9554309844970703,-2.9554309844970703,-2.9554309844970703,-2.8354785442352295,-2.8354785442352295
885,-2.3721625804901123,-2.3721625804901123,-2.372161626815796,-2.372161626815796,-3.1291706562042236,-3.1291706562042236
888,-2.7515928745269775,-2.7515928745269775,-3.193624258041382,-3.193624258041382,-2.8238484859466553,-2.8238484859466553
895,-2.5546414852142334,-2.5546414852142334,-2.554641008377075,-2.554641008377075,-2.7098710536956787,-2.7098710536956787
898,-2.869962453842163,-2.869962453842163,-3.156635046005249,-3.156635046005249,-2.6965887546539307,-2.6965887546539307
912,-2.4341118335723877,-2.4341118335723877,-2.878084182739258,-2.878084182739258,-2.6820192337036133,-2.6820192337036133
913,-3.585526943206787,-3.585526943206787,-3.7139577865600586,-3.7139577865600586,-3.421902894973755,-3.421902894973755
916,-3.0710630416870117,-3.0710630416870117,-3.0710628032684326,-3.0710628032684326,-3.0081770420074463,-3.0081770420074463
929,-2.7227156162261963,-2.7227156162261963,-3.414182186126709,-3.414182186126709,-2.745148181915283,-2.745148181915283
934,-2.8514750003814697,-2.8514750003814697,-2.8514745235443115,-2.8514745235443115,-3.345913887023926,-3.345913887023926
937,-2.792081594467163,-2.792081594467163,-2.6431760787963867,-2.6431760787963867,-2.638313055038452,-2.638313055038452
938,-1.7445225715637207,-1.7445225715637207,-1.7445223331451416,-1.7445223331451416,-1.922513723373413,-1.922513723373413
940,-2.5039148330688477,-2.5039148330688477,-2.7275023460388184,-2.7275023460388184,-2.9631404876708984,-2.9631404876708984
944,-1.9919767379760742,-1.9919767379760742,-1.9919763803482056,-1.9919763803482056,-2.36806321144104,-2.36806321144104
945,-2.0747318267822266,-2.0747318267822266,-2.0747318267822266,-2.0747318267822266,-2.7649917602539062,-2.7649917602539062
947,-2.9208145141601562,-2.9208145141601562,-2.8199644088745117,-2.8199644088745117,-3.1348464488983154,-3.1348464488983154
949,-2.4485747814178467,-2.4485747814178467,-2.052802801132202,-2.052802801132202,-2.3521125316619873,-2.3521125316619873
962,-3.1483633518218994,-3.1483633518218994,-3.0792226791381836,-3.0792226791381836,-3.1445138454437256,-3.1445138454437256
970,-2.9287970066070557,-2.9287970066070557,-2.923452615737915,-2.923452615737915,-2.75207257270813,-2.75207257270813
979,-2.662992238998413,-2.662992238998413,-2.8499746322631836,-2.8499746322631836,-2.922456979751587,-2.922456979751587
982,-2.604825496673584,-2.604825496673584,-2.6482787132263184,-2.6482787132263184,-2.911325454711914,-2.911325454711914
988,-2.6059701442718506,-2.6059701442718506,-2.655639171600342,-2.655639171600342,-2.9305238723754883,-2.9305238723754883
991,-3.280719518661499,-3.280719518661499,-3.534766674041748,-3.534766674041748,-3.1299474239349365,-3.1299474239349365
994,-3.8352885246276855,-3.8352885246276855,-3.8352890014648438,-3.8352890014648438,-3.8352880477905273,-3.8352880477905273
1018,-2.7901744842529297,-2.7901744842529297,-2.8379905223846436,-2.8379905223846436,-2.5445547103881836,-2.5445547103881836
1020,-2.4862101078033447,-2.4862101078033447,-2.4923171997070312,-2.4923171997070312,-2.731449604034424,-2.731449604034424
1022,-2.5575098991394043,-2.5575098991394043,-2.557509422302246,-2.557509422302246,-2.9094691276550293,-2.9094691276550293
1030,-2.886979818344116,-2.886979818344116,-2.8869802951812744,-2.8869802951812744,-2.723071336746216,-2.723071336746216
1034,-2.807692766189575,-2.807692766189575,-2.807692766189575,-2.807692766189575,-2.5002641677856445,-2.5002641677856445
1036,-2.8497862815856934,-2.8497862815856934,-2.790464162826538,-2.790464162826538,-2.96950364112854,-2.96950364112854
1042,-3.5082685947418213,-3.5082685947418213,-3.5082685947418213,-3.5082685947418213,-2.671304941177368,-2.671304941177368
1044,-2.4610519409179688,-2.4610519409179688,-2.4610517024993896,-2.4610517024993896,-2.8809399604797363,-2.8809399604797363
1045,-2.846889019012451,-2.846889019012451,-2.846888542175293,-2.846888542175293,-3.0827291011810303,-3.0827291011810303
1051,-2.779003381729126,-2.779003381729126,-2.704968214035034,-2.704968214035034,-3.0522313117980957,-3.0522313117980957
1071,-2.7571499347686768,-2.7571499347686768,-2.735614538192749,-2.735614538192749,-3.180264472961426,-3.180264472961426
1072,-3.0000813007354736,-3.0000813007354736,-3.275486469268799,-3.275486469268799,-3.2388720512390137,-3.2388720512390137
1073,-3.1745996475219727,-3.1745996475219727,-2.9082868099212646,-2.9082868099212646,-2.989217519760132,-2.989217519760132
1083,-3.139145612716675,-3.139145612716675,-2.783695697784424,-2.783695697784424,-3.472914218902588,-3.472914218902588
1085,-3.457181692123413,-3.457181692123413,-3.0882468223571777,-3.0882468223571777,-3.13297963142395,-3.13297963142395
1092,-2.74104642868042,-2.74104642868042,-2.7622575759887695,-2.7622575759887695,-2.7382333278656006,-2.7382333278656006
1100,-3.0799736976623535,-3.0799736976623535,-3.125600576400757,-3.125600576400757,-3.1006064414978027,-3.1006064414978027
1111,-2.7703170776367188,-2.7703170776367188,-2.5798256397247314,-2.5798256397247314,-2.70817494392395,-2.70817494392395
1133,-2.781071186065674,-2.781071186065674,-2.7810707092285156,-2.7810707092285156,-2.846952199935913,-2.846952199935913
1143,-3.245697021484375,-3.245697021484375,-3.230759620666504,-3.230759620666504,-3.0589942932128906,-3.0589942932128906
1148,-2.9633147716522217,-2.9633147716522217,-3.2190868854522705,-3.2190868854522705,-3.345930576324463,-3.345930576324463
1165,-3.2378921508789062,-3.2378921508789062,-3.1907997131347656,-3.1907997131347656,-2.989457130432129,-2.989457130432129
1170,-3.440049886703491,-3.440049886703491,-3.371959686279297,-3.371959686279297,-3.6963274478912354,-3.6963274478912354
1184,-2.8173255920410156,-2.8173255920410156,-3.2793664932250977,-3.2793664932250977,-3.1007895469665527,-3.1007895469665527
1207,-2.627121686935425,-2.627121686935425,-2.766552448272705,-2.766552448272705,-2.8881983757019043,-2.8881983757019043
1208,-2.519777536392212,-2.519777536392212,-2.698028326034546,-2.698028326034546,-3.2115321159362793,-3.2115321159362793
1213,-2.728710412979126,-2.728710412979126,-3.1584632396698,-3.1584632396698,-2.658895969390869,-2.658895969390869
1220,-2.8953583240509033,-2.8953583240509033,-2.9722766876220703,-2.9722766876220703,-2.827094316482544,-2.827094316482544
1221,-2.644043207168579,-2.644043207168579,-2.297337770462036,-2.297337770462036,-2.4354546070098877,-2.4354546070098877
1222,-2.4353721141815186,-2.4353721141815186,-3.1831228733062744,-3.1831228733062744,-2.885477304458618,-2.885477304458618
1235,-2.788492202758789,-2.788492202758789,-2.831716537475586,-2.831716537475586,-2.6080219745635986,-2.6080219745635986
1242,-2.609767436981201,-2.609767436981201,-2.935925006866455,-2.935925006866455,-2.710409641265869,-2.710409641265869
1248,-2.3190174102783203,-2.3190174102783203,-2.3871166706085205,-2.3871166706085205,-2.1511387825012207,-2.1511387825012207
1251,-3.6780803203582764,-3.6780803203582764,-3.2556889057159424,-3.2556889057159424,-3.420151472091675,-3.420151472091675
1252,-1.889949917793274,-1.889949917793274,-1.889949917793274,-1.889949917793274,-3.5289032459259033,-3.5289032459259033
1253,-2.570204019546509,-2.570204019546509,-2.6127090454101562,-2.6127090454101562,-2.4291880130767822,-2.4291880130767822
1261,-2.1848068237304688,-2.1848068237304688,-2.1848068237304688,-2.1848068237304688,-2.5014700889587402,-2.5014700889587402
1266,-3.2077834606170654,-3.2077834606170654,-3.54571533203125,-3.54571533203125,-3.05141282081604,-3.05141282081604
1268,-2.880671977996826,-2.880671977996826,-2.880671977996826,-2.880671977996826,-3.144371747970581,-3.144371747970581
1273,-2.5802810192108154,-2.5802810192108154,-2.615206718444824,-2.615206718444824,-2.644641637802124,-2.644641637802124
1282,-2.8254125118255615,-2.8254125118255615,-2.8059027194976807,-2.8059027194976807,-2.8411154747009277,-2.8411154747009277
1286,-3.1327099800109863,-3.1327099800109863,-4.16453742980957,-4.16453742980957,-3.3526217937469482,-3.3526217937469482
1289,-3.029623031616211,-3.029623031616211,-3.2338380813598633,-3.2338380813598633,-2.8567349910736084,-2.8567349910736084
1292,-3.1803410053253174,-3.1803410053253174,-3.3193132877349854,-3.3193132877349854,-3.156013250350952,-3.156013250350952
1295,-3.2201342582702637,-3.2201342582702637,-3.36130428314209,-3.36130428314209,-3.0659730434417725,-3.0659730434417725
1297,-2.6481118202209473,-2.6481118202209473,-2.6481120586395264,-2.6481120586395264,-2.520136833190918,-2.520136833190918
1303,-2.7935121059417725,-2.7935121059417725,-2.777667760848999,-2.777667760848999,-3.052722692489624,-3.052722692489624
1304,-2.6978986263275146,-2.6978986263275146,-2.4329450130462646,-2.4329450130462646,-2.8956542015075684,-2.8956542015075684
1307,-2.985395908355713,-2.985395908355713,-3.042112350463867,-3.042112350463867,-2.772111177444458,-2.772111177444458
