,fluency_mean,fluency_std,fluency_min,fluency_max,fluency_median
flat_1024,0.9112550005154748,0.0693139789423533,0.3717671277130431,0.9666257225630062,0.9434334185255355
flat_overlap,0.9105560030928116,0.06877811454261373,0.3717671277130431,0.96662570167861,0.9431098734860434
treesum,0.913395714564286,0.06210996019424651,0.5949379039662154,0.9657109549054883,0.9434268910354886
