,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
alpha_1.0,46.287721797624705,16.894046942067455,22.83153643703711,22.83066005253882,65.70537301898003,63.30752383470535,64.4223127245903
