,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
alpha_1.0,45.62044213528408,16.67022752244243,22.465631709532314,22.46193702848712,65.39696313142777,62.90410003662109,64.0593865275383
