,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
alpha_1.0,46.11325133901033,16.747465575006977,22.270395211794014,22.266962769476432,65.53918828368187,62.98861083984375,64.18219392895699
